issuer_code,official_listing_date,gics_industry_group,exempt_foreign,internet_address,registered_office_address,head_office_telephone,head_office_fax,share_registry,share_registry_telephone,,,,,,,,,,
TTL,21/3/03,Software & Services,No,http://www.tt-limited.com,"Suite 2, Level 1, 1 Altona Street, WEST PERTH, WA, AUSTRALIA, 6005",08 6559 1792,08 9481 4950,"AUTOMIC REGISTRY SERVICES
                    LEVEL 2, 267 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,,,,,,,,,,
TCO,17/9/87,Consumer Services,No,http://www.metrohotels.com.au,"Suite 53, Level 3, 330 Wattle Street, Ultimo, Sydney, NSW, AUSTRALIA, 2007",(02) 82173333,(02) 82173300,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 3, 60 Carrington Street, SYDNEY, NSW, AUSTRALIA, 2000",02 8234 5000,,,,,,,,,,
TCL,14/3/96,Transportation,No,http://www.transurban.com.au/,"Level 31, Tower 5, Collins Square, 727 Collins Street, DOCKLANDS, VIC, AUSTRALIA, 3008",+61 3 8656 8900,+61 3 8656 8585,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,,,,,,,,,,
XVG,12/1/87,Not Applic,No,http://www.tcv.vic.gov.au,"Level 12, 1 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",(03) 9651 4800,(03) 9651 4880,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,,,,,,,,,,
TWE,10/5/11,"Food, Beverage & Tobacco",No,http://www.tweglobal.com,"Level 8, 161 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",(03) 8533 3000,(03) 9654 7254,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,,,,,,,,,,
TKM,5/7/07,Materials,No,http://www.trekmetals.com.au,"130 Stirling Highway, NORTH FREMANTLE, WA, AUSTRALIA, 6159",(08) 62150090,862150091,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,,,,,,,,,,
TEG,6/1/06,Energy,No,http://www.triangleenergy.com.au,"Suite 2, Ground Floor, 100 Havelock St, WEST PERTH, WA, AUSTRALIA, 6005",08 9219 7111,08 9385 5184,"SECURITY TRANSFER AUSTRALIA PTY LTD
                    770 CANNING HIGHWAY, APPLECROSS, WA, AUSTRALIA, 6153",1300 992 916,,,,,,,,,,
TGF,12/10/18,Not Applic,No,http://www.tribecaip.com/lic/,"Level 23, 1 O'Connell Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9640 2600,02 9640 2640,"BOARDROOM PTY LIMITED
                    LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,,,,,,,,,,
TBR,4/5/89,Materials,No,http://www.tribune.com.au,"Suite G1, 49 Melville Parade, SOUTH PERTH, WA, AUSTRALIA, 6151",(08) 9474 2113,(08) 9367 9386,"ADVANCED SHARE REGISTRY SERVICES
                    110 STIRLING HIGHWAY, NEDLANDS, WA, AUSTRALIA, 6009",(08) 9389 8033,,,,,,,,,,
TMG,3/10/19,Materials,No,http://www.triggmining.com.au,"Level 1, Office E, 1139 Hay Street, WEST PERTH, WA, AUSTRALIA, 6005",+61 8 6114 5685,+61 8 9321 0721,"AUTOMIC REGISTRY SERVICES
                    LEVEL 2, 267 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,,,,,,,,,,
TGO,16/3/18,Software & Services,No,http://www.growthops.com.au,"Level 11, 31 Queen Street, MELBOURNE, VIC, AUSTRALIA, 3000",(03) 9243 8145,-,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,,,,,,,,,,
TNP,14/12/05,Energy,No,http://www.tripleenergy.net,"Unit 24, 589 Stirling HIghway, COTTESLOE, WA, AUSTRALIA, 6011",+61 8 9382 2322,+61 8 6314 1557,"AUTOMIC REGISTRY SERVICES
                    LEVEL 2, 267 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,,,,,,,,,,
TON,14/8/09,Materials,No,http://www.tritonminerals.com,"Level 1, 34 Colin Street, WEST PERTH, WA, AUSTRALIA, 6005",+61 8 6381 9050,+61 8 6381 9050,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,,,,,,,,,,
TT9,18/12/18,Not Applic,No,,"Level 8, 77 Castlereagh Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9273 8115,-,"AUSTRACLEAR SERVICES LIMITED
                    20 BRIDGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9256 0689,,,,,,,,,,
TT1,22/10/19,Not Applic,No,,"Columbus Capital Pty Limited, Level 8 77 Castlereagh Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9273 8115,-,"PERPETUAL CORPORATE TRUST LIMITED
                    123 PITT STREET, SYDNEY, NSW, AUSTRALIA, 2000",,,,,,,,,,,
TT7,22/1/18,Not Applic,No,,"tba, ., ., AUSTRALIA, NSW",tba,-,"PERPETUAL CORPORATE TRUST LIMITED
                    123 PITT STREET, SYDNEY, NSW, AUSTRALIA, 2000",,,,,,,,,,,
TT3,15/4/20,Not Applic,No,,"., ., ., AUSTRALIA, .",02 9273 8115,-,"PERPETUAL CORPORATE TRUST LIMITED
                    123 PITT STREET, SYDNEY, NSW, AUSTRALIA, 2000",,,,,,,,,,,
TRY,5/3/87,Materials,No,http://www.troyres.com.au,"Level 2, 5 Ord Street, WEST PERTH, WA, AUSTRALIA, 6005",08 9481 1277,08 9226 3598,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,,,,,,,,,,
TRM,18/4/07,Materials,No,http://www.truscottmining.com.au,"Unit 1, 1 Ewen Street, SCARBOROUGH, WA, AUSTRALIA, 6019",(08) 9389 7088,(08) 9245 1088,"AUTOMIC REGISTRY SERVICES
                    LEVEL 2, 267 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,,,,,,,,,,
TTA,16/2/06,Retailing,No,http://www.teac.com.au,"75 Northgate Drive, THOMASTOWN, VIC, AUSTRALIA, 3074",(03) 9280 2333,(03) 9280 2399,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,,,,,,,,,,
TUA,30/6/20,Telecommunication Services,No,https://www.tuas.com.au/,"C/ Level 12,, 680 George Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9850 0800,-,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Computershare Investor Services Pty Ltd, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",1300 171 785,,,,,,,,,,
2BE,14/6/19,Energy,No,http://www.tubigroup.com,"2 Hopetoun Street, PADDINGTON, NSW, AUSTRALIA, 2021",(02) 9331 8725,-,"BOARDROOM PTY LIMITED
                    LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,,,,,,,,,,
TGN,17/12/12,Materials,No,http://www.tungstenmining.com,"Level 4, 46 Colin Street, WEST PERTH, WA, AUSTRALIA, 6005",+61 8 9486 8492,+61 8 6117 4039,"AUTOMIC REGISTRY SERVICES
                    LEVEL 2, 267 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,,,,,,,,,,
TRA,28/7/17,Retailing,Yes,http://www.turnerslimited.co.nz,"Level 8, 34 Shortland Street, AUSTRALIA,",+64 9 308 4950,-,"COMPUTERSHARE INVESTOR SERVICES LIMITED
                    LEVEL 2, 159 HURSTMERE ROAD, TAKAPUNA   AUCKLAND, NEW ZEALAND, 1039",(64) 9 488 8700,,,,,,,,,,
TV2,7/6/07,Software & Services,No,http://www.tv2u.com,"c/- Beyond Integers Pty Ltd, 91 High Street, FREMANTLE, WA, AUSTRALIA, 6160",(08) 9430 6333,(08) 9430 6222,"AUTOMIC REGISTRY SERVICES
                    LEVEL 2, 267 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,,,,,,,,,,
TSC,18/10/06,Energy,No,http://www.twentysevenco.com.au,"Ground Floor, 28 Greenhill Road, WAYVILLE, SA, AUSTRALIA, 5034",08 8274 2127,08 8132 0766,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 5, 115 Grenfell Street, ADELAIDE, SA, AUSTRALIA, 5000",08 8236 2300,,,,,,,,,,
TYM,13/12/18,Software & Services,No,https://www.tymlez.com,"C/- Moray & Agnew Lawyers, Level 6, 505 Little Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",03 8395 5446,03 8678 1747,"AUTOMIC REGISTRY SERVICES
                    Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,,,,,,,,,,
TYX,11/7/07,Materials,No,http://www.tyrannaresources.com,"Level 26, 140 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",08 9485 1040,08 9485 1050,"ADVANCED SHARE REGISTRY SERVICES
                    110 STIRLING HIGHWAY, NEDLANDS, WA, AUSTRALIA, 6009",(08) 9389 8033,,,,,,,,,,
TYR,6/12/19,Software & Services,No,https://www.tyro.com/,"Level 1, 155 Clarence Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 8907 1700,(02) 8907 1700,"LINK MARKET SERVICES LIMITED
                    LEVEL 12, 680 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,,,,,,,,,,
TZL,22/1/87,Technology Hardware & Equipment,No,http://www.tz.net,"Level 11, 1 Chifley Square, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9222 8890,(02) 8208 9937,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,,,,,,,,,,
UCW,25/6/04,Consumer Services,No,http://www.ucwlimited.com.au,"Level 1, 333 Kent St, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9112 4540,(02) 8078 0212,"AUTOMIC REGISTRY SERVICES
                    Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,,,,,,,,,,
UUL,1/6/07,Real Estate,No,http://www.ultimaunited.com.au/,"Suite 14, 11 Preston Street, COMO, WA, AUSTRALIA, 6152",(08) 6436 1888,(08) 9367 3311,"ADVANCED SHARE REGISTRY SERVICES
                    110 STIRLING HIGHWAY, NEDLANDS, WA, AUSTRALIA, 6009",(08) 9389 8033,,,,,,,,,,
UTR,17/5/11,Capital Goods,No,http://www.ultra-charge.net,"Suite 103, Level 1, 2 Queen Street, MELBOUNR, VIC, AUSTRALIA, 3000",+61 3 8395 5446,+61 3 8678 1747,"AUTOMIC REGISTRY SERVICES
                    LEVEL 2, 267 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,,,,,,,,,,
URW,31/5/18,Real Estate,Yes,http://www.unibail-rodamco.com,"c/-Allens Corporate Services Pty Ltd,, Level 4, Deutsche Bank Place,, 126 Phillip Street,, SYDNEY, NSW, AUSTRALIA, 2000",+33 01 53 43 74 37,-,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 3, 60 Carrington Street, SYDNEY, NSW, AUSTRALIA, 2000",02 8234 5000,,,,,,,,,,
UMG,24/3/20,"Food, Beverage & Tobacco",No,http://www.unitedmalt.com,"Level 28, 175 Liverpool Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9325 9100,-,"LINK MARKET SERVICES LIMITED
                    LEVEL 12, 680 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,,,,,,,,,,
UNL,12/1/17,Telecommunication Services,No,http://www.unitednetworks.net.au/investors,"Suite 201, Level 2, 100 William Street, WOOLLOOMOOLOO, NSW, AUSTRALIA, 2011",02 9003 9573,-,"ADVANCED SHARE REGISTRY SERVICES
                    110 STIRLING HIGHWAY, NEDLANDS, WA, AUSTRALIA, 6009",(08) 9389 8033,,,,,,,,,,
UOS,17/2/88,Real Estate,No,,"Suite B1, 661 Newcastle Street, LEEDERVILLE, WA, AUSTRALIA, 6007",(08) 9217 9800,(08) 9217 9899,"ADVANCED SHARE REGISTRY SERVICES
                    110 STIRLING HIGHWAY, NEDLANDS, WA, AUSTRALIA, 6009",(08) 9389 8033,,,,,,,,,,
UWL,13/2/19,Telecommunication Services,No,http://unitiwireless.com,"Level 1, 44 Currie Street, ADELAIDE, SA, AUSTRALIA, 5000",1300 847 201,08 8180 1890,"BOARDROOM PTY LIMITED
                    LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,,,,,,,,,,
UBI,13/12/06,Health Care Equipment & Services,No,http://www.universalbiosensors.com,"1 Corporate Avenue, ROWVILLE, VIC, AUSTRALIA, 3178",(03) 9213 9000,(03) 9213 9099,"BOARDROOM PTY LIMITED
                    LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,,,,,,,,,,
UBN,22/9/14,Software & Services,No,http://urbanise.com,"Suite 3, Level 1, 201 Miller St, NORTH SYDNEY, NSW, AUSTRALIA, 2060",1300 550 515,-,"BOARDROOM PTY LIMITED
                    LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,,,,,,,,,,
URF,23/7/12,Real Estate,No,http://www.usmastersresidential.com.au,"Suite 1502, Level 15, 100 Pacific Highway, NORTH SYDNEY, NSW, AUSTRALIA, 2060",1300 454 801,1300 457 349,"BOARDROOM PTY LIMITED
                    LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,,,,,,,,,,
UCM,10/12/03,Health Care Equipment & Services,No,http://www.uscom.com.au,"Level 8, 66 Clarence Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9247 4144,(02) 9247 8157,"BOARDROOM PTY LIMITED
                    LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,,,,,,,,,,
UUV,28/4/17,Capital Goods,No,http://www.aquabotix.com,"Suite 5 CPC, 145 Stirling Highway, NEDLANDS, WA, AUSTRALIA, 6009",-,-,"LINK MARKET SERVICES LIMITED
                    Level 12 QV1 Building, 250 St Georges Terrace Perth, PERTH, WA, AUSTRALIA, 6000",1300 554 474,,,,,,,,,,
VMX,13/1/05,Energy,No,http://www.valmec.com.au,"17 Ballantyne Road, KEWDALE, WA, AUSTRALIA, 6105",(08) 9266 8888,(08) 9493 2787,"AUTOMIC REGISTRY SERVICES
                    Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,,,,,,,,,,
VAL,29/8/97,Materials,No,http://www.valorresources.com.au,"22 Lindsay Street, PERTH, WA, AUSTRALIA, 6000",(08) 9200 3467,(08) 9227 6390,"AUTOMIC REGISTRY SERVICES
                    LEVEL 2, 267 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,,,,,,,,,,
VR8,3/11/17,Materials,No,http://www.tandoresources.com.au,"Suite 2, Level 1, 1 Altona Street, WEST PERTH, WA, AUSTRALIA, 6005",+61 8 6559 1792,894814950,"AUTOMIC REGISTRY SERVICES
                    LEVEL 2, 267 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,,,,,,,,,,
VAN,8/3/05,Materials,No,http://www.vangomining.com,"Suite 3542, Level 35, Tower 1, Barangaroo International Towers, 100 Barangaroo Avenue, SYDNEY, NSW, AUSTRALIA, 2000",(02) 8114 4553,(02) 8046 6813,"BOARDROOM PTY LIMITED
                    LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,,,,,,,,,,
VAR,20/8/87,Materials,No,https://www.variscan.com.au/,"Suite 8, 7 The Esplanade, MOUNT PLEASANT, WA, AUSTRALIA, 6153",(08) 9316 9100,(08) 9315 5475,"BOARDROOM PTY LIMITED
                    LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,,,,,,,,,,
VLT,7/4/11,Software & Services,No,http://www.vaultintel.com,"Suite 5, Level 1, 12-20 Railway Road, SUBIACO, WA, AUSTRALIA, 6008",+61 8 9388 6020,+61 8 9388 0097,"LINK MARKET SERVICES LIMITED
                    LEVEL 4 CENTRAL PARK, 152 ST GEORGES TERRACE, PERTH, WA, AUSTRALIA, 6000",1300 554 474,,,,,,,,,,
VMG,15/2/06,Capital Goods,No,http://www.vdmgroup.com.au,"Level 1, Fortescue Centre, 30 Terrace Road, EAST PERTH, WA, AUSTRALIA, 6004",+61 8 9265 1100,+61 8 9265 1199,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,,,,,,,,,,
VR1,17/3/17,Software & Services,No,http://vection.com.au,"C/- Regency Partners, Suite 1, 437 Roberts Road, SUBIACO, WA, AUSTRALIA, 6008",863802555,893811122,"AUTOMIC REGISTRY SERVICES
                    LEVEL 2, 267 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,,,,,,,,,,
VEC,17/12/07,Materials,No,http://www.vectorres.com.au,"Suite 18, 83 Mill Point Road, SOUTH PERTH, WA, AUSTRALIA, 6151",+61 8 6268 2622,+61 8 9381 9888,"LINK MARKET SERVICES LIMITED
                    LEVEL 4 CENTRAL PARK, 152 ST GEORGES TERRACE, PERTH, WA, AUSTRALIA, 6000",1300 554 474,,,,,,,,,,
VBS,23/2/16,"Pharmaceuticals, Biotechnology & Life Sciences",No,http://www.vectusbiosystems.com.au,"3-11 Primrose Avenue, ROSEBERY, NSW, AUSTRALIA, 2018",(02) 9662 4144,(02) 9697 0933,"BOARDROOM PTY LIMITED
                    LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,,,,,,,,,,
VEE,26/10/16,Capital Goods,No,http://www.veem.com.au,"22 Baile Road, CANNING VALE, WA, AUSTRALIA, 6155",08 9455 9355,-,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,,,,,,,,,,
VP7,7/2/17,Real Estate,No,http://www.velocitypropertygroup.com.au,"Unit 9, 462 Hawthorne Road, BULIMBA, QLD, AUSTRALIA, 4171",1300 887 623,-,"LINK MARKET SERVICES LIMITED
                    Level 21, 10 Eagle Street, BRISBANE, QLD, AUSTRALIA, 4000",1300 554 474,,,,,,,,,,
VMS,22/9/06,Materials,No,http://www.ventureminerals.com.au/,"Level 3, 24 Outram Street, WEST PERTH, WA, AUSTRALIA, 6005",+61 8 6279 9428,+61 8 6500 9986,"AUTOMIC REGISTRY SERVICES
                    LEVEL 2, 267 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,,,,,,,,,,
VXR,27/4/07,Materials,No,http://www.venturexresources.com,"Level 2, 91 Havelock Street, WEST PERTH, WA, AUSTRALIA, 6005",+61 8 6389 7400,+61 8 9463 7836,"LINK MARKET SERVICES LIMITED
                    Level 12 QV1 Building, 250 St Georges Terrace Perth, PERTH, WA, AUSTRALIA, 6000",1300 554 474,,,,,,,,,,
VMC,12/6/07,Materials,No,http://www.venusmetals.com.au,"Mezzanine Level, BGC Centre, 28 The Esplanade, PERTH, WA, AUSTRALIA, 6000",(08) 9321 7541,(08) 9486 9587,"AUTOMIC REGISTRY SERVICES
                    LEVEL 2, 267 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,,,,,,,,,,
VRS,25/6/08,Commercial & Professional Services,No,http://www.veris.com.au,"Level 12, 3 Hasler Road, OSBORNE PARK, WA, AUSTRALIA, 6017",+61 8 9317 0600,+61 8 9317 0600,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,,,,,,,,,,
VT1,8/7/20,Not Applic,No,http://www.columbuscapital.com.au,"Columbus Capital Pty Limited, Level 8,77 Castlereagh Street, SYDNEY, 200, AUSTRALIA, NSW",+61 2 9273 8115,-,"AUSTRACLEAR SERVICES LIMITED
                    20 BRIDGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9256 0689,,,,,,,,,,
VG8,13/11/19,Not Applic,No,http://www.vgipartners.com/lics/vg8,"39 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9237 8980,02 9237 8980,"BOARDROOM PTY LIMITED
                    LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,,,,,,,,,,
VG1,28/9/17,Not Applic,No,http://www.vgipartners.com/lics/vg1,"39 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",1800 571 917,02 9237 8980,"BOARDROOM PTY LIMITED
                    LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,,,,,,,,,,
VGI,21/6/19,Diversified Financials,No,http://www.vgipartners.com,"39 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",1800 571 917,02 9237 8980,"BOARDROOM PTY LIMITED
                    LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,,,,,,,,,,
VIA,7/2/96,Materials,No,,"Av. Xian Xing Hai, Ed. Golden Dragon Centre, AUSTRALIA,",(03) 9662 4049,(03) 9662 4933,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,,,,,,,,,,
VCX,5/12/11,Real Estate,No,http://www.vicinity.com.au,"Level 4, Chadstone Tower One, 1341 Dandenong Road, CHADSTONE, VIC, AUSTRALIA, 3148",+61 3 7001 4000,+61 3 7001 4001,"LINK MARKET SERVICES LIMITED
                    Tower 4, 727 Collins Street, DOCKLANDS, VIC, AUSTRALIA, 3008",1300 554 474,,,,,,,,,,
VCD,8/4/16,Not Applic,No,http://vicinity.com.au/,"Level 4, Chadstone Tower One, 1341 Dandenong Road, CHADSTONE, VIC, AUSTRALIA, 3148",+61 3 7001 4000,+61 3 7001 4001,"BANK OF NEW YORK (THE)
                    P.O. BOX 11248, CHURCH STREET STATION, NEW YORK, UNITED STATES OF AMERICA, 10286",(212) 815 6436,,,,,,,,,,
VIG,9/5/14,Software & Services,No,http://www.sinovictor.com,"Level 26, 1 Bligh Street, SYDNEY, NSW, AUSTRALIA, 2000",61282268786,61282268899,"BOARDROOM PTY LIMITED
                    LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,,,,,,,,,,
VIC,9/10/12,Materials,No,http://www.victorymines.com,"Level 11, 28 The Esplanade, PERTH, WA, AUSTRALIA, 6000",+61 8 6424 9299,-,"AUTOMIC REGISTRY SERVICES
                    LEVEL 2, 267 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,,,,,,,,,,
VOL,14/6/19,Real Estate,No,http://victoryofficeslimited.com,"Level 2, Victory Tower, 416-420 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",(03) 8687 2111,(03) 8687 2199,"LINK MARKET SERVICES LIMITED
                    LEVEL 12, 680 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,,,,,,,,,,
VII,18/9/95,Materials,No,http://www.vii.net.au,"Acumen Wealth Management, Unit B8, Level 1, 431 Roberts Road, SUBIACO, WA, AUSTRALIA, 6008",0400 207 056,(08) 9388 8684,"AUTOMIC REGISTRY SERVICES
                    LEVEL 2, 267 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,,,,,,,,,,
VKA,12/5/10,Materials,No,http://www.vikingmines.com,"Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 8072 1400,(02) 8072 1440,"AUTOMIC REGISTRY SERVICES
                    LEVEL 2, 267 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,,,,,,,,,,
VRL,26/2/87,Media & Entertainment,No,http://www.villageroadshow.com.au/,"Level 1, 500 Chapel Street, SOUTH YARRA, VIC, AUSTRALIA, 3141",(03) 9281 1000,(03) 9653 1963,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,,,,,,,,,,
VMY,23/5/08,Energy,No,http://www.vimyresources.com.au,"First Floor, 1209 Hay Street, WEST PERTH, WA, AUSTRALIA, 6005",(08) 9389 2700,(08) 9389 2722,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,,,,,,,,,,
VEN,17/9/18,Energy,No,http://www.vintageenergy.com.au/,"58 King William Road, GOODWOOD, SA, AUSTRALIA, 5034",08 7477 7680,-,"AUTOMIC REGISTRY SERVICES
                    Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,,,,,,,,,,
VIP,5/2/97,Health Care Equipment & Services,No,https://www.vipglove.com.my/,"Level 2, 470 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",03 9867 7199,03 9867 8587,"BOARDROOM PTY LIMITED
                    LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,,,,,,,,,,
VAH,8/12/03,Transportation,No,http://www.virginaustralia.com,"56 Edmondstone Road, BOWEN HILLS, QLD, AUSTRALIA, 4006",(07) 3295 3000,(07) 3295 3996,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 1, 200 Mary Street, BRISBANE, QLD, AUSTRALIA, 4000",1300 552 270,,,,,,,,,,
VUK,3/2/16,Banks,Yes,https://www.cybg.com,"Level 61, Governor Phillip Tower, 1 Farrer Place, SYDNEY, NSW, AUSTRALIA, 2000",0044 141 232 4763,-,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,,,,,,,,,,
VRT,11/6/13,Health Care Equipment & Services,No,http://virtushealth.com.au,"Level 3, 176 Pacific Highway, GREENWICH, NSW, AUSTRALIA, 2065",(02) 9425 1722,(02) 9425 1633,"LINK MARKET SERVICES LIMITED
                    LEVEL 12, 680 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,,,,,,,,,,
VTI,28/3/17,Health Care Equipment & Services,No,http://www.vtivision.com,"Suite 200, 10745 Westside Way, ALPHARETTA, GA, UNITED STATES OF AMERICA, 30009",+1 844 884 5367,-,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,,,,,,,,,,
