issuer_code,listing_date,gics_industry_group,exempt_foreign,internet_address,registered_office_address,head_office_telephone,head_office_fax,registry_id
S32,2015-5-18,Materials,No,http://www.south32.net,"Level 35, 108 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",+61 8 9324 9000,+61 8 9324 9200,19
SXE,2007-11-28,Capital Goods,No,http://www.scee.com.au,"41 Macedonia Street, NAVAL BASE, WA, AUSTRALIA, 6165",(08) 9236 8300,(08) 9410 2504,16
SXX,1971-8-2,Materials,No,http://www.sxxgroup.com,"Level 29, 2 Chifley Square, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9375 2337,(02) 9233 6475,8
SXL,2005-11-17,Media & Entertainment,No,http://www.southerncrossaustereo.com.au,"Level 2, 257 Clarendon Street, SOUTH MELBOURNE, VIC, AUSTRALIA, 3205",(03) 9252 1019,(03) 9252 1270,17
SAU,2005-4-21,Materials,No,http://www.southerngold.com.au,"10 George Street, STEPNEY, SA, AUSTRALIA, 5069",(08) 8368 8888,(08) 8363 0697,4
SUH,2010-1-5,Materials,No,http://www.shmining.com.au,"Suite 12, Level 1, 11 Ventnor Avenue, WEST PERTH, WA, AUSTRALIA, 6005",(08) 6245 2050,(08) 6245 2055,16
SVM,2007-1-22,Materials,No,http://www.sovereignmetals.com.au,"Level 9, BGC Centre, 28 The Esplanade, PERTH, WA, AUSTRALIA, 6000",(08) 9322 6322,(08) 9322 6558,16
SKI,2005-12-16,Utilities,No,http://www.sparkinfrastructure.com,"Level 29, Grosvenor Place, 225 George Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9086 3600,(02) 9086 3666,8
SPK,1991-8-22,Telecommunication Services,Yes,http://www.spark.co.nz,"Spark City, Level 2, 167 Victoria Street West, Private Bag 92028, AUCKLAND, NZ, NEW ZEALAND, 1142",+64 4 471 1638,+64 9 303 3430,23
STW,2001-8-27,Not Applic,No,https://www.ssga.com/au,"Level 14, 420 George St, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9240 7600,(02) 9240 7611,23
SLF,2002-2-18,Not Applic,No,https://www.ssga.com/au,"Level 14, 420 George St, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9240 7600,(02) 9240 7611,23
SFY,2001-8-27,Not Applic,No,https://www.ssga.com/au,"Level 14, 420 George Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9240 7600,(02) 9240 7611,23
SEI,2006-6-6,Materials,No,http://www.specialitymetalsintl.com.au,"Level 2, 480 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",(03) 9614 0600,(03) 9614 0550,4
SP3,2017-8-1,Technology Hardware & Equipment,No,http://www.spectur.com.au,"12 Fargo Way, WELSHPOOL, WA, AUSTRALIA, 6106",1300 802 960,1300 802 960,3
SDA,2014-8-12,Telecommunication Services,No,http://www.speedcast.com,"Unit 4F, Level 1, Lakes Business Park, 12 Lord Street, BOTANY, NSW, AUSTRALIA, 2019",+61 (2) 9016 3255,-,23
SEC,2017-12-5,Not Applic,No,http://www.spheria.com.au/spheria-emerging-companies-limited,"Level 35, 60 Margaret Street, SYDNEY, NSW, AUSTRALIA, 2000",1300 010 311,(02)89707799,4
ST1,1999-10-22,Telecommunication Services,No,http://www.spirit.com.au,"Level 4, 100 Albert Road, SOUTH MELBOURNE, VIC, AUSTRALIA, 3205",1300 007 001,1300 887 813,4
SPT,2019-1-29,Software & Services,No,,"32 HaArba'a Street, TEL AVIV, ISR, ISRAEL, 6473970",03 9614 2444,-,4
SHO,2008-6-12,Media & Entertainment,No,https://asx.sportshero.live/,"29 Brookside Place, LOTA, QLD, AUSTRALIA, 4179",+61 7 3901 0751,+61 7 3901 0751,1
SIX,2008-5-29,Automobiles & Components,No,http://www.sprintex.com.au,"Unit 2 / 63 Furniss Road, DARCH, WA, AUSTRALIA, 6065",+61 8 9262 7222,+61 8 9262 7288,1
SRG,2007-8-17,Capital Goods,No,http://srgglobal.com.au,"Level 1, 338 Barker Rd, SUBIACO, WA, AUSTRALIA, 6008",(08) 9267 5400,(08) 9479 7789,16
SSR,,Class Pend,No,http://www.ssrmining.com/,"Suite 800-1055 Dunsmuir Street, VANCOUVER, BC, CANADA, V7X 164",1 604 689 3846,-,21
SBM,1969-5-15,Materials,No,http://www.stbarbara.com.au/,"Level 10, 432 St Kilda Road, MELBOURNE, VIC, AUSTRALIA, 3004",03 8660 1900,03 8660 1999,19
SGQ,2010-11-16,Materials,No,http://www.stgeorgemining.com.au,"Level 1, 115 Cambridge Street, WEST LEEDERVILLE, WA, AUSTRALIA, 6007",(08) 9322 6600,(08) 9322 6610,16
SCD,2019-9-18,Not Applic,No,,"Standard Chartered PLC, 1 Basinghall Avenue, AUSTRALIA,",+ 44 207 885 7726,-,9
SMR,2009-12-9,Energy,No,http://www.stanmorecoal.com.au,"Level 15, 133 Mary St, BRISBANE, QLD, AUSTRALIA, 4000",07 3238 1000,07 3238 1098,24
S66,2018-5-16,Household & Personal Products,No,http://www.starcombo.com.au/,"171-177 Woodpark Rd,, SMITHFIELD, NSW, AUSTRALIA, 2164",02 9756 6555,02 87983088,23
SPL,2000-9-28,"Pharmaceuticals, Biotechnology & Life Sciences",No,http://www.starpharma.com,"4-6 Southampton Crescent, Abbotsford, MELBOURNE, VIC, AUSTRALIA, 3067",(03) 8532 2700,(03) 9510 5955,19
GAS,2017-10-10,Energy,No,http://tba,"Level 8, 46 Edward Street, BRISBANE, QLD, AUSTRALIA, 4000",tba,-,24
SVY,2014-5-7,Materials,No,http://www.stavely.com.au,"168 Stirling Highway, NEDLANDS, WA, AUSTRALIA, 6009",(08) 9287 7630,(08) 9389 1750,16
SDF,2013-8-2,Insurance,No,http://www.steadfast.com.au,"Level 4, 97-99 Bathurst Street, SYDNEY, NSW, AUSTRALIA, 2000",294956500,294956565,23
SGI,2018-10-2,Capital Goods,No,http://www.stealthgi.com,"Unit 10, 43 Cedric Street, STIRLING, WA, AUSTRALIA, 6021",08 6465 7800,08 6465 7801,16
SST,1962-6-30,Capital Goods,No,http://www.steamships.com.pg,"Level 5, Harbourside West, Stanley Espl, Portions 771 & 1158, Granville, PO Box 1, PORT MORESBY, NCD, PAPUA NEW GUINEA, 121",+675 313 7400,+675 321 3595,17
SRZ,2005-4-28,Materials,No,http://www.stellarresources.com.au,"Level 4, 100 Albert Road, SOUTH MELBOURNE, VIC, AUSTRALIA, 3205",(03) 9692 7222,(03) 9077 9233,8
SCU,2000-6-13,"Pharmaceuticals, Biotechnology & Life Sciences",No,http://www.scu.com.sg,"Level 12, 680 George Street, SYDNEY, NSW, AUSTRALIA, 2000",02 8280 7355,02 9287 0350,4
SF1,1988-10-6,Technology Hardware & Equipment,No,http://www.stemify.com.au,"Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 8072 1400,(02) 8583 3040,1
SBI,2006-9-25,"Food, Beverage & Tobacco",No,http://www.sterlingplantations.com,"Level 1, 15 Altona Street, WEST PERTH, WA, AUSTRALIA, 6005",(08) 6380 2555,(08) 9381 1122,16
SGP,1987-2-19,Real Estate,No,http://www.stockland.com.au,"Stockland, Level 25 (Reception), 133 Castlereagh Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9035 2000,(02) 8988 2312,17
SHK,2003-12-5,Materials,No,http://www.stoneral.com.au,"First Floor, 1/250 Fulham Street, CLOVERDALE, WA, AUSTRALIA, 6105",+61 8 9277 6008,+61 8 9277 6002,16
SHE,2000-7-24,Energy,No,http://www.nickelorelimited.com.au,"Suite 4, 182 Claisebrook Road, PERTH, WA, AUSTRALIA, 6000",(08) 61413500,(08) 9481 6799,16
SRY,2015-1-20,Retailing,No,http://www.story-i.com,"Level 5, 23-25 O'Connell Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9233 3308,-,1
STG,2018-10-22,Media & Entertainment,No,http://www.strakertranslations.com/,"Level 2, Building 3, 61 Constellation Drive, ROSEDALE, AUC, NEW ZEALAND, 0632",+64 9 951 8320,+64 9 951 8320,23
STA,2000-5-17,Materials,No,http://www.strandline.com.au/,"35 Richardson Street, WEST PERTH, WA, AUSTRALIA, 6005",+61 8 9226 3130,+61 8 9485 2070,16
SXA,2013-3-12,Energy,No,http://www.strata-x.com,"C/- Corporate Administration Services, Level 6, 10 Market Street, BRISBANE, QLD, AUSTRALIA, 4000",+61 7 3212 6299,+61 8 3212 6250,24
SOR,2011-8-11,Diversified Financials,No,http://www.strategicelements.com.au,"138 Churchill Ave, SUBIACO, WA, AUSTRALIA, 6008",(08) 9278 2788,(08) 9288 4400,3
SER,1991-8-15,Materials,No,http://www.strategicenergy.com.au,"Level 4, 100 Albert Road, SOUTH MELBOURNE, VIC, AUSTRALIA, 3205",(03) 9692 7222,(03) 9077 9233,27
SMC,1981-10-1,Materials,No,http://www.stratmin.com.au,"283 Rokeby Road, Subiaco, PERTH, WA, AUSTRALIA, 6008",(08) 61413500,(08) 61413599,3
SGO,1986-10-30,Software & Services,No,http://www.qusol.com.au,"Level 3, 22 Market Street, SYDNEY, NSW, AUSTRALIA, 2000",1300 239 407,02 92333307,1
STX,2004-8-5,Energy,No,http://www.strikeenergy.com.au,"1/31-35 George St, THEBARTON, SA, AUSTRALIA, 5031",870997464,280039282,8
SRK,2000-3-7,Materials,No,http://www.strikeresources.com.au,"Level 2, 31 Ventnor Avenue, WEST PERTH, WA, AUSTRALIA, 6005",+61 8 9214 9700,+61 8 9214 9701,1
SMN,2004-8-16,Technology Hardware & Equipment,No,http://www.smsystems.com.au,"Suite 116, 1 Kyle Way, CLAREMONT, WA, AUSTRALIA, 6010",08 6161 7412,08 9467 6111,16
SUD,2002-1-24,"Pharmaceuticals, Biotechnology & Life Sciences",No,http://www.sudapharma.com,"Level 1, Unit 12, 55 Howe Street, OSBORNE PARK, WA, AUSTRALIA, 6017",(08) 6142 5555,(08) 9443 8858,1
SLZ,2018-8-16,Materials,No,http://www.sultanresources.com.au/,"Suite 2, Level 1, 1 Altona Street, WEST PERTH, WA, AUSTRALIA, 6005",08 6559 1792,-,3
SNZ,2013-7-18,Health Care Equipment & Services,Yes,http://www.summerset.co.nz,"Deutsche Bank Place, Level 4, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",64 4 894 7320,64 4 894 7319,23
SUN,1988-7-7,Insurance,No,http://www.suncorpgroup.com.au,"Level 28, 266 George Street, BRISBANE, QLD, AUSTRALIA, 4000",(07) 3362 1222,(07) 3135 2940,24
SBK,1988-7-7,Insurance,No,http://www.suncorpgroup.com.au/,"Level 28, 266 George Street, BRISBANE, QLD, AUSTRALIA, 4000",(07) 3362 1222,(07) 3135 2940,24
SDL,1993-11-24,Materials,No,http://www.sundanceresources.com.au,"45 Ventnor Avenue, WEST PERTH, WA, AUSTRALIA, 6005",(08) 9220 2300,(08) 9220 2300,16
SDG,1995-2-28,Real Estate,No,http://www.sunlandgroup.com.au,"140A, Alice Street, BRISBANE, QLD, AUSTRALIA, 4000",(07) 3456 5700,(07) 5564 3777,24
STM,2007-3-22,Materials,No,http://www.sunstonemetals.com.au,"9 Gardner Close, MILTON, QLD, AUSTRALIA, 4064",(07) 3368 9888,(07) 3368 9899,15
SVS,1987-8-20,Not Applic,No,,"Suite 4, 116 Marine Parade, KINGSCLIFF, NSW, AUSTRALIA, 2487",(02) 6674 5264,(02) 6674 5284,18
SUL,2004-7-6,Retailing,No,http://www.superretailgroup.com.au,"6 Coulthards Avenue, STRATHPINE, QLD, AUSTRALIA, 4500",(07) 3482 7900,(07) 3205 8522,24
SUP,2009-12-18,Materials,No,http://www.superiorlake.com.au,"Emerald House, 1202 Hay Street, WEST PERTH, WA, AUSTRALIA, 6005",(08) 6117 0478,(08) 9200 4960,3
SPQ,2007-11-12,Materials,No,http://www.superiorresources.com.au,"Unit 8, 61 Holdsworth Street, COORPAROO, QLD, AUSTRALIA, 4151",(07) 3847 2887,-7,24
SLC,2015-6-4,Telecommunication Services,No,http://www.superloop.com,"Level 1, 545 Queen Street, BRISBANE, QLD, AUSTRALIA, 4000",(07) 3088 7300,07 3088 7398,24
SNL,1987-9-10,Retailing,No,http://www.supplynetwork.com.au,"1 Turnbull Close, PEMULWUY, NSW, AUSTRALIA, 2145",(02) 8624 8077,(02) 8624 8095,17
SRN,1999-6-11,Materials,No,http://www.surefireresources.com.au,"45 Ventnor Avenue, WEST PERTH, WA, AUSTRALIA, 6005",+61 8 9429 8846,+61 8 9429 4400,1
SWK,2006-11-1,Materials,No,http://swickmining.com/,"64 Great Eastern Highway, SOUTH GUILDFORD, WA, AUSTRALIA, 6055",(08) 9277 8800,(08) 9277 8844,3
SW1,1994-6-30,Media & Entertainment,No,http://www.swiftmedia.com.au,"1 Watts Place, BENTLEY, WA, AUSTRALIA, 6102",(08) 6103 7595,(08) 6103 7594,22
SYD,2002-4-2,Transportation,No,http://www.sydneyairport.com.au,"10 Arrivals Court, SYDNEY INTERNATIONAL AIRPORT, NSW, AUSTRALIA, 2020",+612 9667 9871,+612 9667 9296,17
SL1,2013-4-18,Materials,No,http://www.symbolmining.com.au,"Unit 6, 331 - 335 Hay Street, SUBIACO, WA, AUSTRALIA, 6008",+61 0418 955 727,+61 (8) 9450 8833,25
SOP,2013-5-28,Commercial & Professional Services,No,http://www.synertec.com.au,"Clarendon House, 2 Church Street, HAMILTON, ., BERMUDA, HM11",(03) 9274 3000,(03) 9274 3099,8
SYS,1998-8-26,Energy,No,http://www.syngas.com.au,"Level 13, 200 Queen Street, MELBOURNE, VIC, AUSTRALIA, 3000",+61 3 8648 6431,+61 3 8648 6480,16
SM1,2016-11-25,"Food, Beverage & Tobacco",Yes,http://www.synlait.com,"1028 Heslerton Road, Rd 13, ., RAKAIA, ., NEW ZEALAND, 7783",+64 3 373 3000,-,17
SYT,2007-6-12,Software & Services,No,http://www.syntonic.com,"Level 26, 140 St Georges Tce, PERTH, WA, AUSTRALIA, 6000",+61 8 9322 7600,+61 8 9322 7602,16
SYR,2007-9-11,Materials,No,http://www.syrahresources.com.au,"Level 28, 360 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",(03) 9670 7264,(03) 9642 0698,19
TAH,1994-8-15,Consumer Services,No,http://www.tabcorp.com.au/,"Level 21, Tower 2, 727 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3008",(03) 9246 6010,(03) 9868 2300,28
TLG,2010-7-9,Materials,No,http://www.talgaresources.com,"First Floor, 2 Richardson Street, WEST PERTH, WA, AUSTRALIA, 6005",08 9481 6667,08 9322 1935,3
TD1,2004-9-23,Health Care Equipment & Services,No,http://www.novitahealthcare.com.au,"Level 5, 19 William Street, CREMORNE, VIC, AUSTRALIA, 3121",(03) 91929937,(03) 91929937,4
TLM,2005-11-25,Materials,No,http://www.talismanmining.com.au,"Level 11, 2 Mill Street, PERTH, WA, AUSTRALIA, 6000",(08) 9380 4230,(08) 9382 8200,25
TPD,2013-2-28,Energy,No,http://www.talonpetroleum.com.au,"1202 Hay Street, WEST PERTH, WA, AUSTRALIA, 6005",(08) 6319 1900,08 9389 2000,16
TMK,2008-7-10,Energy,No,http://www.tamaska.com.au,"102 Forrest Street, COTTESLOE, WA, AUSTRALIA, 6011",+61 8 9389 2000,+61 8 9389 2099,3
TWD,2000-8-14,Consumer Durables & Apparel,No,http://www.tamawood.com.au,"1821 Ipswich Road, ROCKLEA, QLD, AUSTRALIA, 4064",07 3274 0757,07 3103 4717,15
TAM,1986-12-11,Materials,No,http://www.tanami.com.au,"Unit B1, Tempo Building, 431 Roberts Road, SUBIACO, WA, AUSTRALIA, 6008",(08) 9212 5999,(08) 9388 7559,3
TRL,2011-3-9,Materials,No,http://www.tangaresources.com.au,"Suite 9, 12 - 14 Thelma Street, WEST PERTH, WA, AUSTRALIA, 6005",61 8 9381 5686,+61 8 9244 7273,3
TAO,2018-4-16,Materials,No,http://www.taocommodities.com.au,"22 Townshend Road, SUBIACO, WA, AUSTRALIA, 6008",+61 8 6380 2470,+61 8 9200 5697,3
TAP,1996-9-17,Energy,No,http://www.tapoil.com.au/,"Level 2, 190 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",(08) 9485 1000,(08) 9485 1060,22
TAR,2012-2-7,Materials,No,https://tarugaminerals.com.au/,"c/ Minerva Corporate, Level 8, 99 St Georges Tce, PERTH, WA, AUSTRALIA, 6000",+61 8 9486 4036,+61 8  9486 4799,3
TFL,1999-12-16,"Food, Beverage & Tobacco",No,http://www.tasfoods.com.au/,"52 Tamar Street, LAUNCESTON, TAS, AUSTRALIA, 7250",03 6331 6983,03 6331 6983,27
TAS,2001-12-18,Materials,No,http://www.tasmanresources.com.au,"Level 15, 197 St George's Terrace, PERTH, WA, AUSTRALIA, 6000",(08) 9282 5889,(08) 9282 5866,1
TGR,2003-11-12,"Food, Beverage & Tobacco",No,http://www.tassal.com.au,"Level 9, Marine Board Building, 1 Franklin Wharf, HOBART, TAS, AUSTRALIA, 7000",03 6244 9099,03 6244 9002,19
TDL,1995-12-22,"Pharmaceuticals, Biotechnology & Life Sciences",No,http://www.tbgbio.com/public/,"Level 27, 101 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",(07) 3273 9133,(07) 3375 1168,15
TIP,2019-5-24,Diversified Financials,No,http://www.teaminvestprivate.com.au,"1001A/53 Walker Street, NORTH SYDNEY, NSW, AUSTRALIA, 2060",02 9955 9540,-,19
TCN,1987-4-16,Software & Services,No,http://www.tcnglobal.net,"C/- TWT Accountants, Level 1, 23 Middle Street, CLEVELAND, QLD, AUSTRALIA, 4163",1300 556 673,07 3720 9066,24
TMT,2016-12-21,Materials,No,http://www.tmtlimited.com.au,"Suite 9, 330 Churchill Avenue, SUBIACO, WA, AUSTRALIA, 6008",08 6489 1600,-,3
TNE,1999-12-8,Software & Services,No,http://www.technologyonecorp.com,"Level 11, TechnologyOne HQ, 540 Wickham Street, FORTITUDE VALLEY, QLD, AUSTRALIA, 4006",07 3167 7300,07 3167 7301,24
TLX,2017-11-15,"Pharmaceuticals, Biotechnology & Life Sciences",No,http://www.telixpharma.com,"Suite 401, 55 Flemington Road, NORTH MELBOURNE, VIC, AUSTRALIA, 3051",03 3093 3897,-,23
TLS,1997-11-17,Telecommunication Services,No,http://www.telstra.com.au/,"Level 41 - Telstra Centre, 242 Exhibition Street, MELBOURNE, VIC, AUSTRALIA, 3000",03 8647 4838,(03) 9650 0989,26
TPW,2015-12-10,Retailing,No,http://www.templeandwebstergroup.com.au,"Unit 1A 1-7 Unwins Bridge Road, ST PETERS, NSW, AUSTRALIA, 2044",(02) 9698 4548,-,23
TGG,1987-5-28,Not Applic,No,http://www.tggf.com.au,"Level 19, 101 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",(03) 9603 1207,(03) 9603 1266,19
TPP,1980-12-4,Commercial & Professional Services,No,http://www.tempoaust.com,"Level 12, 680 George Street, SYDNEY, NSW, AUSTRALIA, 2000",+61 8 9460 1500,+61 8,25
TMR,2018-8-15,Materials,No,http://www.tempusresources.com.au/,"Level 2, 22 Mount Street, PERTH, WA, AUSTRALIA, 6000",08 6188 8181,-,3
TER,2010-7-22,Energy,No,http://www.terracomresources.com,"Blair Athol Mine Access Road, CLERMONT, QLD, AUSTRALIA, 4721",+61 (0) 7 4983 2038,+61 (0) 2 9287 0309,23
TGH,2019-12-11,Materials,No,http://www.terragen.com.au,"Unit 6, 39 Access Crescent, COOLUM BEACH, QLD, AUSTRALIA, 4573",1300 837 724,-,23
TMX,2006-3-23,Materials,No,http://www.terrainminerals.com.au,"Suite 2, 28 Outram Street, WEST PERTH, WA, AUSTRALIA, 6005",(08) 9381 5558,(08) 6141 3599,16
TZN,2003-12-23,Materials,No,http://www.terramin.com.au,"Unit 7, 202-208 Glen Osmond Road, FULLARTON, SA, AUSTRALIA, 5063",(08) 8213 1415,(08) 8213 1416,18
TSO,2004-1-28,Materials,No,https://www.tesororesources.com.au/,"Evolution Corporate Services Pty Ltd, Suite 5, 62 Ord Street, WEST PERTH, WA, AUSTRALIA, 6005",(08) 9322 1587,(08) 9322 5230,3
TNT,2016-2-15,Software & Services,No,http://www.tesserent.com,"LEVEL 5, 990 WHITEHORSE ROAD, BOX HILL, VIC, AUSTRALIA, 3128",(03) 9880 5555,-,19
TES,,Class Pend,No,http://www.asxonlinetest.com.au,"200 Bridge St, Level 4, Exchange Square, SYDNEY, NSW, AUSTRALIA, 2000",(02) 123 456 789,(02) 987 654 321,
THC,2017-5-4,"Pharmaceuticals, Biotechnology & Life Sciences",No,http://www.thcl.com.au,"Suite 4102, Level 41 Australia Square, 264-278 George Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9251 7177,02 9251 7500,19
A2M,2015-3-31,"Food, Beverage & Tobacco",No,http://www.thea2milkcompany.com,"Level 10, 51 Shortland Street, AUCKLAND, ., NEW ZEALAND, 1010",61 2 9697 7000,61 2 9697 7001,23
AU1,2007-12-18,Real Estate,No,http://www.theagencygroup.com.au,"Suite 1, GF, 437 Roberts Road, SUBIACO, WA, AUSTRALIA, 6008",08 9204 7955,08 9204 7956,1
CGL,2014-11-13,Software & Services,No,http://www.citadelgroup.com.au,"Citadel House, High Technology Park, 11-13 Faulding Street, SYMONSTON, ACT, AUSTRALIA, 2609",(02) 6124 0800,(02) 6201 0550,23
FOD,2012-6-29,"Food, Beverage & Tobacco",No,http://www.thefoodrevolutiongroup.com.au,"20 Heaths Court, MILL PARK, VIC, AUSTRALIA, 3082",(03) 9982 1451,(03) 0000 0000,1
GO2,2017-10-31,Commercial & Professional Services,No,http://www.theGO2people.com.au,"10 Belmont Avenue, BELMONT, WA, AUSTRALIA, 6104",+61 8 6151 9200,+61 8 6151 9200,16
TMH,2016-9-15,Media & Entertainment,No,http://www.hotcopper.com.au,"Level 11, BGC Building, 28 The Esplanade, PERTH, WA, AUSTRALIA, 6000",08 6169 3112,08 9315 2233,3
PGR,2014-6-16,Retailing,No,http://www.thepasgroup.com.au,"17-21 Hardner Road, MT WAVERLEY, VIC, AUSTRALIA, 3149",(03) 9902 5555,(03) 9902 5555,23
TRS,2004-6-1,Retailing,No,http://www.rejectshop.com.au,"245 Racecourse Rd, KENSINGTON, VIC, AUSTRALIA, 3031",(03) 9371 5555,(03) 9372 1211,27
SGR,2011-6-6,Consumer Services,No,http://www.starentertainmentgroup.com.au/,"Level 3, 159 William Street, BRISBANE, QLD, AUSTRALIA, 4000",(07) 3228 0000,(07) 3228 0099,24
TDY,2020-2-14,Software & Services,No,http://www.thedocyard.co,"Suite 4201, Level 42, Australia Square,, SYDNEY, NSW, AUSTRALIA, 2000",1800 952 921,-,8
TGM,2011-4-7,Materials,No,http://www.thetagoldmines.com,"Level 32, 101 Miller Street, NORTH SYDNEY, NSW, AUSTRALIA, 2060",02 8912 2126,tba,8
TNK,2014-10-24,Consumer Services,No,http://www.thinkchildcare.com.au,"Suite 3, 1 Park Avenue, DRUMMOYNE, NSW, AUSTRALIA, 2047",02 9712 7444,-,19
TMZ,2010-12-17,Materials,No,http://www.thomsonresources.com.au,"Level 1, 80 Chandos Street, ST LEONARDS, NSW, AUSTRALIA, 2065",(02) 9906 6225,(02) 9906 5233,8
THR,2006-9-27,Materials,No,http://www.thormining.com,"58 Galway Avenue, MARLESTON, SA, AUSTRALIA, 5033",08 7324 1935,08 8351 5169,16
TGA,2006-12-13,Retailing,No,http://www.thorn.com.au,"Level 1, 62 Hume Highway, CHULLORA, NSW, AUSTRALIA, 2190",(02) 9101 5000,(02) 9101 5089,17
TOP,2000-3-22,Not Applic,No,http://www.thorneyopportunities.com.au,"Level 39, 55 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",03 9921 7116,03 9921 7100,8
TEK,2005-5-10,Not Applic,No,http://www.thorneytechnologies.com.au,"Level 39, 55 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",61 3 9921 7116,61 3 9921 7100,19
TPS,1994-3-3,Commercial & Professional Services,No,http://www.threatprotect.com.au,"Level 1, 672 Murray Street, WEST PERTH, WA, AUSTRALIA, 6005",1300 847 328,+61 8 9322 9711,22
THD,2009-11-12,Media & Entertainment,No,http://www.thred.im,"Level 26, 140 St Georges Tce, PERTH, WA, AUSTRALIA, 6000",411649551,(08) 6169 2501,1
TIA,1985-12-11,Real Estate,No,http://www.tianan.com.au,"Level 5, 99 Macquarie Street, SYDNEY, NSW, AUSTRALIA, 2000",+61 2 8243 9700,+61 2 8243 9799,17
TPO,2014-11-11,Materials,No,http://www.tianpoh.com/,"C/- PKF, Level 4, 35 ¿ 37 Havelock Street, WEST PERTH, WA, AUSTRALIA, 6005",(08) 9426 8999,-,8
TIE,2018-1-18,Materials,No,http://www.tietto.com/,"Level 3, 88 William Street, PERTH, WA, AUSTRALIA, 6000",(08) 9463 2463,08 9486 4799,4
TIG,2011-8-29,Materials,No,http://www.tigersrealmcoal.com,"151 Wellington Parade South,, EAST MELBOURNE, VIC, AUSTRALIA, 3002",(03) 8644 1326,(03) 9620 5444,27
TKF,2006-12-15,Software & Services,No,http://www.tkfltd.com,"Suite 1, 437 Roberts Rd, SUBIACO, WA, AUSTRALIA, 6008",1800 732 543,(08) 9486 1011,1
TLT,2016-10-28,Utilities,Yes,http://www.tiltrenewables.com,"C/- Russell McVeagh, Level 30, Vero Centre, 48 Shortland St, AUCKLAND, VIC, NEW ZEALAND, 1010",0800 87 11 11,-,19
TML,2015-9-16,Utilities,No,http://www.timahresources.com.au,"Suite 2501, Level 25, St Martins Tower, 31 Market Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9267 4633,-,8
TNY,2017-4-21,Media & Entertainment,No,http://www.tinybeans.com,"Level 1, 26-28 Wentworth Avenue, SURRY HILLS, NSW, AUSTRALIA, 2010",0414 288 222,-,4
TTM,2006-11-15,Materials,No,http://www.titanminerals.com.au,"6/295 Rokeby Rd, SUBIACO, WA, AUSTRALIA, 6008",+618 6555 2950,+618 6166 0261,3
TSL,1988-12-22,Materials,No,http://www.titaniumsands.com.au,"Level 11, 216 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",(08) 9481 0389,(08) 9463 6103,16
TTT,2017-9-21,Materials,No,http://www.titomic.com,"Building 3, 270 Ferntree Gully Road, NOTTING HILL, VIC, AUSTRALIA, 3168",(03) 9864 4825,-,19
TOU,2013-4-9,Energy,No,http://www.tlouenergy.com,"210 Alice Street, BRISBANE, QLD, AUSTRALIA, 4000",(07) 3012 9793,(07) 3003 0675,24
TNG,1971-2-18,Materials,No,http://www.tngltd.com.au,"Suite 20, 22 Railway Road, SUBIACO, WA, AUSTRALIA, 6008",+61 8 9327 0900,+61 8 9327 0901,16
TIN,2017-11-3,Materials,No,http://www.tntmines.com.au,"1202 Hay Street, WEST PERTH, WA, AUSTRALIA, 6005",08 6319 1900,893892000,14
TRT,2017-4-6,Materials,No,http://www.trrltd.com.au,"North Wing, Level 2, 1 Manning Street, SCARBOROUGH, WA, AUSTRALIA, 6019",08 9327 0950,08 9327 0901,16
TOM,1974-1-1,Telecommunication Services,No,http://www.tomizone.com,"Level 32, 101 Miller Street, NORTH SYDNEY, NSW, AUSTRALIA, 2060",(02) 9025-3995,(02) 9025-3995,22
TNR,1986-6-30,Materials,No,http://www.torianresources.com.au,"104 Colin St, WEST PERTH, WA, AUSTRALIA, 6005",(08) 9420 8208,(08) 9322 4130,1
TOE,2006-3-24,Energy,No,http://www.toroenergy.com.au,"60 Havelock Street, WEST PERTH, WA, AUSTRALIA, 6005",(08) 9214 2100,(08) 9226 2958,1
TNB,2013-3-14,Not Applic,No,,"AB Management Pty Ltd, Level 3, 169 Pirie Street, ADELAIDE, SA, AUSTRALIA, 5000",08 7109 9511,08 8300 6499,34
